image_id,image_path,plant_part,disease_class,relevant_area_pixels,affected_area_pixels,affected_area_percentage,width,height,segmentation_ok
leaf_0139,data/severity_calibration/leaf/images/leaf_0139__Late-blight-tomato-leaf-VikramBisht-MBag_jpg.rf.8962423983515f9f24e803abe08bb9c7.jpg,leaf,Late Blight,256842,188627,73.4409,512,512,True
leaf_0140,data/severity_calibration/leaf/images/leaf_0140__Lb69_JPG.rf.03160dc15620e1ecf2c7bcd01d3c62d1.jpg,leaf,Late Blight,258349,1011,0.3913,512,512,True
leaf_0141,data/severity_calibration/leaf/images/leaf_0141__potato-late-blight-phytophthora-infestans-lesions-on-potato-foliage-X4XJF4_jpg_rf_509d83cb3c5976367afdfa8aaa3a7cc0-transformed_jpeg.rf.48d00dc60f1fefc6b689b7b5acd4b41a.jpg,leaf,Late Blight,232577,127170,54.6787,512,512,True
leaf_0142,data/severity_calibration/leaf/images/leaf_0142__WhatsApp-Image-2023-02-21-at-16-55-36_jpeg.rf.62f9ff60025b3695a662aed016f89572.jpg,leaf,Leaf Miner,219641,11338,5.1621,512,512,True
leaf_0143,data/severity_calibration/leaf/images/leaf_0143__leaf-miner-flies-tomato-3_jpg.rf.1d26b081e5ac380007a547e0dc566f8e.jpg,leaf,Leaf Miner,248964,56110,22.5374,512,512,True
leaf_0144,data/severity_calibration/leaf/images/leaf_0144__IMG_0024_JPEG.rf.2285c10e124c9876f60574adc08ce162.jpg,leaf,Leaf Miner,119545,46108,38.5696,512,512,True
leaf_0145,data/severity_calibration/leaf/images/leaf_0145__IMG_20221123_122840_8_jpg.rf.097255235b194693ca35a21410dd4c29.jpg,leaf,Leaf Miner,225146,83503,37.0884,512,512,True
leaf_0146,data/severity_calibration/leaf/images/leaf_0146__IMG_20221123_122855_18_jpg.rf.50c75666eb523663c487cda1823857a3.jpg,leaf,Leaf Miner,234447,91858,39.1807,512,512,True
leaf_0147,data/severity_calibration/leaf/images/leaf_0147__IMG_20221123_122855_6_jpg.rf.6d4a381b0f4de59aa5efe230f39ef7ad.jpg,leaf,Leaf Miner,199282,124403,62.4256,512,512,True
leaf_0148,data/severity_calibration/leaf/images/leaf_0148__IMG_20221123_122917_10_jpg.rf.64748650ddb04951be18c256dd5f3156.jpg,leaf,Leaf Miner,228728,92622,40.4944,512,512,True
leaf_0149,data/severity_calibration/leaf/images/leaf_0149__IMG_20221123_122952_1_jpg.rf.b60d378b854cc5726b731fec9f66332f.jpg,leaf,Leaf Miner,249159,75417,30.2686,512,512,True
leaf_0150,data/severity_calibration/leaf/images/leaf_0150__IMG_20221123_123034_20_jpg.rf.5715074327466d47645ec8f1d18413f3.jpg,leaf,Leaf Miner,236755,115644,48.8454,512,512,True
leaf_0151,data/severity_calibration/leaf/images/leaf_0151__IMG_20221123_123104_9_jpg.rf.0da8fcc2d85ecf0d7abb4882a87a564d.jpg,leaf,Leaf Miner,219102,145837,66.5612,512,512,True
leaf_0152,data/severity_calibration/leaf/images/leaf_0152__IMG_20221123_123112_12_jpg.rf.33d38ea6b3e453b98548445806152f3d.jpg,leaf,Leaf Miner,230852,52151,22.5907,512,512,True
leaf_0153,data/severity_calibration/leaf/images/leaf_0153__IMG_20221123_123112_32_jpg.rf.2177ab69c74ea59f48dfc4661765d40c.jpg,leaf,Leaf Miner,210298,77081,36.6532,512,512,True
leaf_0154,data/severity_calibration/leaf/images/leaf_0154__IMG_20221231_102218_jpg.rf.97bcddbfdb473292bc7119ad14a0ff9f.jpg,leaf,Leaf Miner,244519,22483,9.1948,512,512,True
leaf_0155,data/severity_calibration/leaf/images/leaf_0155__IMG_20221231_102229_jpg.rf.2576fc9be97812b80d5e8f505918f3b3.jpg,leaf,Leaf Miner,232660,36816,15.8239,512,512,True
leaf_0156,data/severity_calibration/leaf/images/leaf_0156__IMG_20221231_102240_jpg.rf.24680c82a0593a69194d14ee5a360b5b.jpg,leaf,Leaf Miner,226154,25270,11.1738,512,512,True
leaf_0157,data/severity_calibration/leaf/images/leaf_0157__IMG_20221231_102244_jpg.rf.1224d899736ac3beb05dad5662905112.jpg,leaf,Leaf Miner,217573,19650,9.0315,512,512,True
leaf_0158,data/severity_calibration/leaf/images/leaf_0158__IMG_9902_JPEG.rf.1ca3f39257e65b79bba775c684180b92.jpg,leaf,Leaf Miner,119347,35535,29.7745,512,512,True
leaf_0159,data/severity_calibration/leaf/images/leaf_0159__Leaf-Miner-10-_jpg.rf.20a8c10011392184cc80f81cdf9ad1b2.jpg,leaf,Leaf Miner,206554,75338,36.4738,512,512,True
leaf_0160,data/severity_calibration/leaf/images/leaf_0160__Leaf-Miner-11-transformed_jpeg.rf.04a8f00959a1a98998ca973bb593a949.jpg,leaf,Leaf Miner,202290,48624,24.0368,512,512,True
leaf_0161,data/severity_calibration/leaf/images/leaf_0161__Leaf-Miner-13-_jpg.rf.31f9a268a797d5b6da134badd63f68a4.jpg,leaf,Leaf Miner,188710,72522,38.4304,512,512,True
leaf_0162,data/severity_calibration/leaf/images/leaf_0162__Leaf-Miner-16-_jpg.rf.61edde41f408ee366379dbbf085efa97.jpg,leaf,Leaf Miner,217225,10500,4.8337,512,512,True
leaf_0163,data/severity_calibration/leaf/images/leaf_0163__Leaf-Miner-17-_jpg.rf.1a87a58e15d57f7516171fba79ca137a.jpg,leaf,Leaf Miner,237456,25644,10.7995,512,512,True
leaf_0164,data/severity_calibration/leaf/images/leaf_0164__Leaf-Miner-19-_jpg.rf.40597757982744f49a96e86012ebccfe.jpg,leaf,Leaf Miner,228553,30069,13.1562,512,512,True
leaf_0165,data/severity_calibration/leaf/images/leaf_0165__Leaf-Miner-20-_jpg.rf.19c92c519d2f274ed86d8a46f4d93998.jpg,leaf,Leaf Miner,212103,14291,6.7378,512,512,True
leaf_0166,data/severity_calibration/leaf/images/leaf_0166__Leaf-Miner-25-_jpg.rf.1201747e639f796bffb319546b50125c.jpg,leaf,Leaf Miner,239296,3794,1.5855,512,512,True
leaf_0167,data/severity_calibration/leaf/images/leaf_0167__Leaf-Miner-27-_jpg.rf.3d3dd84d918678e12bc4c4471f021b9d.jpg,leaf,Leaf Miner,195272,43877,22.4697,512,512,True
leaf_0168,data/severity_calibration/leaf/images/leaf_0168__Leaf-Miner-28-_jpg.rf.3055ba4b26eb1b807d4229260b29a413.jpg,leaf,Leaf Miner,224262,147391,65.7227,512,512,True
leaf_0169,data/severity_calibration/leaf/images/leaf_0169__Leaf-Miner-5-_jpg.rf.336e1560c1d1c047de055ea745e592e4.jpg,leaf,Leaf Miner,115635,50171,43.3874,512,512,True
leaf_0170,data/severity_calibration/leaf/images/leaf_0170__Leaf-Miner-50-transformed_jpeg.rf.6cf07c1f9fdbbc000a4a3eec1ce78357.jpg,leaf,Leaf Miner,105322,23203,22.0305,512,512,True
leaf_0171,data/severity_calibration/leaf/images/leaf_0171__Leaf-Miner-54-_jpg.rf.3edcdeefb02c74d33c677fb6af52735f.jpg,leaf,Leaf Miner,232280,77275,33.268,512,512,True
leaf_0172,data/severity_calibration/leaf/images/leaf_0172__Leaf-Miner-55-_jpg.rf.24b326f70d10022385a9069af6a2c1a9.jpg,leaf,Leaf Miner,189885,117096,61.6668,512,512,True
leaf_0173,data/severity_calibration/leaf/images/leaf_0173__Leaf-Miner-60-_jpg.rf.5b5074c2debb6361eb264895eef22452.jpg,leaf,Leaf Miner,184174,17473,9.4872,512,512,True
leaf_0174,data/severity_calibration/leaf/images/leaf_0174__Leaf-Miner-64-_jpg.rf.11f13f816bd7349fbcd171a0d51c8239.jpg,leaf,Leaf Miner,228649,47916,20.9561,512,512,True
leaf_0175,data/severity_calibration/leaf/images/leaf_0175__Leaf-Miner-74-_jpg.rf.57968eb4735206c4aeda1ce7e624bde1.jpg,leaf,Leaf Miner,201741,36442,18.0638,512,512,True
leaf_0176,data/severity_calibration/leaf/images/leaf_0176__Leaf-Miner-75-_jpg.rf.4fd53e1f38dcedae9874c753282d68ab.jpg,leaf,Leaf Miner,247751,8515,3.4369,512,512,True
leaf_0177,data/severity_calibration/leaf/images/leaf_0177__Leaf-Miner-77-_jpg.rf.43f2e3584f82c154bffde62ddd42eca2.jpg,leaf,Leaf Miner,120350,4894,4.0665,512,512,True
leaf_0178,data/severity_calibration/leaf/images/leaf_0178__Leaf-Miner-78-_jpg.rf.487c0613a0bbd8a582018da16851b73a.jpg,leaf,Leaf Miner,250344,25764,10.2914,512,512,True
leaf_0179,data/severity_calibration/leaf/images/leaf_0179__Leaf-Miner-79-_jpg.rf.c353473ab113272cac09148c4f588aca.jpg,leaf,Leaf Miner,220720,71581,32.4307,512,512,True
leaf_0180,data/severity_calibration/leaf/images/leaf_0180__Leaf-Miner-81-_jpg.rf.65a9cae8ba8dab55935f9e695758d080.jpg,leaf,Leaf Miner,225862,5200,2.3023,512,512,True
leaf_0181,data/severity_calibration/leaf/images/leaf_0181__Leaf_Miner-1-_jpg.rf.0017732ca185cca6cfa68c76380157bd.jpg,leaf,Leaf Miner,86955,34008,39.1099,512,512,True
leaf_0182,data/severity_calibration/leaf/images/leaf_0182__Leaf_Miner-12-_jpg.rf.228227cf39c4dd5a94a2b1578d28abc8.jpg,leaf,Leaf Miner,134615,15413,11.4497,512,512,True
leaf_0183,data/severity_calibration/leaf/images/leaf_0183__Leaf_Miner-14-_jpg.rf.3e95617df8b1e44d2016271aa1a3c2b1.jpg,leaf,Leaf Miner,155019,13489,8.7015,512,512,True
leaf_0184,data/severity_calibration/leaf/images/leaf_0184__Leaf_Miner-18-_jpg.rf.19baad9e0dfd16e1ecc9538878b47472.jpg,leaf,Leaf Miner,225702,102283,45.3177,512,512,True
leaf_0185,data/severity_calibration/leaf/images/leaf_0185__Leaf_Miner-2-_jpg.rf.4a586e02334596a4a488840e5f0453a8.jpg,leaf,Leaf Miner,120455,6596,5.4759,512,512,True
leaf_0186,data/severity_calibration/leaf/images/leaf_0186__Leaf_Miner-22-_jpg.rf.5d0c98ed4274f663b719d9c4fbf0f7fe.jpg,leaf,Leaf Miner,94225,41896,44.4638,512,512,True
leaf_0187,data/severity_calibration/leaf/images/leaf_0187__Leaf_Miner-24-_jpg.rf.1af92d928e732f99d276d26d8e1ed983.jpg,leaf,Leaf Miner,54466,49804,91.4405,512,512,True
leaf_0188,data/severity_calibration/leaf/images/leaf_0188__Leaf_Miner-27-_jpg.rf.0bd141391ec6c6e0b60c497241ab50cf.jpg,leaf,Leaf Miner,82361,35641,43.2741,512,512,True
leaf_0189,data/severity_calibration/leaf/images/leaf_0189__Leaf_Miner-28-_jpg.rf.06842e4d188160f6fda3475dd5529469.jpg,leaf,Leaf Miner,120637,58064,48.1312,512,512,True
leaf_0190,data/severity_calibration/leaf/images/leaf_0190__Leaf_Miner-31-_jpg.rf.12951cc0aa8f10c6ecc0572de30d9738.jpg,leaf,Leaf Miner,140857,78811,55.9511,512,512,True
leaf_0191,data/severity_calibration/leaf/images/leaf_0191__Leaf_Miner-39-_jpg.rf.134fcedebb2bb0890b066cf7101ffdcd.jpg,leaf,Leaf Miner,66032,60769,92.0296,512,512,True
leaf_0192,data/severity_calibration/leaf/images/leaf_0192__Leaf_Miner-41-_jpg.rf.adf2f3fb917adb816e04251ef8ad0bef.jpg,leaf,Leaf Miner,71257,50840,71.3474,512,512,True
leaf_0193,data/severity_calibration/leaf/images/leaf_0193__Leaf_Miner-44-_jpg.rf.51abe00dcd94a4099bcaf6a3c8998ffc.jpg,leaf,Leaf Miner,97398,85656,87.9443,512,512,True
leaf_0194,data/severity_calibration/leaf/images/leaf_0194__Leaf_Miner-5-_jpg.rf.06c5c0b2291ab2eadf808e9c704e2dd8.jpg,leaf,Leaf Miner,171077,34230,20.0085,512,512,True
leaf_0195,data/severity_calibration/leaf/images/leaf_0195__Leaf_Miner-7-_jpg.rf.652c96b7d37bb3aff707286dd7a827da.jpg,leaf,Leaf Miner,149910,63016,42.0359,512,512,True
leaf_0196,data/severity_calibration/leaf/images/leaf_0196__Leaf_Miner-8-_jpg.rf.271a8c5acb24fca632eb3db649a13908.jpg,leaf,Leaf Miner,133982,89768,67.0,512,512,True
leaf_0197,data/severity_calibration/leaf/images/leaf_0197__Screenshot-143-_png.rf.692d75dfa0f3242b2fbea0f209f32277.jpg,leaf,Leaf Miner,217642,162880,74.8385,512,512,True
leaf_0198,data/severity_calibration/leaf/images/leaf_0198__Screenshot-174-_png.rf.11dfb903a8e2c3d13d123c80d8b13010.jpg,leaf,Leaf Miner,165105,82361,49.884,512,512,True
leaf_0199,data/severity_calibration/leaf/images/leaf_0199__V001_tom1_39_050_a4_00_20211001_14_00135020_40158887_png.rf.4ea1d45febdad136b3e836d809619d38.jpg,leaf,Leaf Miner,113683,29103,25.6001,512,512,True
leaf_0200,data/severity_calibration/leaf/images/leaf_0200__image-6bobKZeMh-transformed_png.rf.212f0b1e95649c13de0b6b3adfdb3eae.jpg,leaf,Leaf Miner,227897,93396,40.9817,512,512,True
leaf_0201,data/severity_calibration/leaf/images/leaf_0201__image-z8uvm1sDI-transformed_png.rf.216a4df1df1d3786ce84a446e4972bfd.jpg,leaf,Leaf Miner,149679,31974,21.3617,512,512,True
leaf_0202,data/severity_calibration/leaf/images/leaf_0202__IMG_20221123_122840_11_jpg.rf.fb504c6a947d529c3d770e3da4bedc31.jpg,leaf,Leaf Miner,242211,58173,24.0175,512,512,True
leaf_0203,data/severity_calibration/leaf/images/leaf_0203__IMG_20221123_122952_11_jpg.rf.4b64d2023b79fb39386c64be57904595.jpg,leaf,Leaf Miner,254328,109400,43.0153,512,512,True
leaf_0204,data/severity_calibration/leaf/images/leaf_0204__IMG_20221231_101808_jpg.rf.c6c04f3af3bd5c29dc0559f6e2717440.jpg,leaf,Leaf Miner,242201,197395,81.5005,512,512,True
leaf_0205,data/severity_calibration/leaf/images/leaf_0205__IMG_20221231_101817_jpg.rf.adbf1a2604cf9071f030d061cc0850e1.jpg,leaf,Leaf Miner,248807,222673,89.4963,512,512,True
leaf_0206,data/severity_calibration/leaf/images/leaf_0206__IMG_20221231_102214_jpg.rf.a6cd6de4fb814613eee5dc08f40ca89e.jpg,leaf,Leaf Miner,216570,13300,6.1412,512,512,True
leaf_0207,data/severity_calibration/leaf/images/leaf_0207__IMG_9990_JPEG.rf.750aa4439bb9ef447b581f0e55641e75.jpg,leaf,Leaf Miner,143431,53066,36.9976,512,512,True
leaf_0208,data/severity_calibration/leaf/images/leaf_0208__Leaf-Miner-12-_jpg.rf.d763fe36c1dfbb102abba08b751ad5d2.jpg,leaf,Leaf Miner,230396,19752,8.5731,512,512,True
leaf_0209,data/severity_calibration/leaf/images/leaf_0209__Leaf-Miner-7-_jpg.rf.ae8ab90e95c501e573f79c3c220347e0.jpg,leaf,Leaf Miner,241170,76891,31.8825,512,512,True
leaf_0210,data/severity_calibration/leaf/images/leaf_0210__leaf-miner-flies-tomato-1668163869_jpg.rf.b0f4b7fee7f6ba7fb1187484e1b7d514.jpg,leaf,Leaf Miner,223860,42807,19.1222,512,512,True
