image_id,image_path,plant_part,disease_class,relevant_area_pixels,affected_area_pixels,affected_area_percentage,width,height,segmentation_ok
fruit_0139,data/severity_calibration/fruit/images/fruit_0139__blossom_end_rot_train-209-_jpg.rf.397e418083c11a3dd1f791c302ee5cc0.jpg,fruit,Blossom End Rot,0,0,,640,640,False
fruit_0140,data/severity_calibration/fruit/images/fruit_0140__blossom_end_rot_train-234-_jpg.rf.a6f4e3312a94807c6a15d9792153921d.jpg,fruit,Blossom End Rot,222863,115053,51.625,640,640,True
fruit_0141,data/severity_calibration/fruit/images/fruit_0141__blossom_end_rot_train-239-_jpg.rf.5a3f05b86677dcf4a3e2cfd5738a445b.jpg,fruit,Blossom End Rot,304787,235330,77.2113,640,640,True
fruit_0142,data/severity_calibration/fruit/images/fruit_0142__blossom_end_rot_train-244-_jpg.rf.9e100c318fe5d25bff38f86d5e140665.jpg,fruit,Blossom End Rot,345299,124486,36.0517,640,640,True
fruit_0143,data/severity_calibration/fruit/images/fruit_0143__blossom_end_rot_train-245-_jpg.rf.a989b8987de4738a9dca5701ce6256e5.jpg,fruit,Blossom End Rot,0,0,,640,640,False
fruit_0144,data/severity_calibration/fruit/images/fruit_0144__blossom_end_rot_train-249-_jpg.rf.8b0e84b6444c0e8e7101fa6c485f13ea.jpg,fruit,Blossom End Rot,0,0,,640,640,False
fruit_0145,data/severity_calibration/fruit/images/fruit_0145__blossom_end_rot_train-256-_jpg.rf.b654376ba10e69d7eb87b4aca027c829.jpg,fruit,Blossom End Rot,0,0,,640,640,False
fruit_0146,data/severity_calibration/fruit/images/fruit_0146__blossom_end_rot_train-282-_jpg.rf.7530ea6e8abf14aea3283b086ed50776.jpg,fruit,Blossom End Rot,397347,131487,33.0912,640,640,True
fruit_0147,data/severity_calibration/fruit/images/fruit_0147__blossom_end_rot_train-295-_jpg.rf.02951d58d4db749d6b3a9b7973fc2e22.jpg,fruit,Blossom End Rot,316083,164725,52.1145,640,640,True
fruit_0148,data/severity_calibration/fruit/images/fruit_0148__blossom_end_rot_train-3-_jpg.rf.42c5f18d365a1084c2c34fb3511d982a.jpg,fruit,Blossom End Rot,381269,183226,48.0569,640,640,True
fruit_0149,data/severity_calibration/fruit/images/fruit_0149__blossom_end_rot_train-310-_jpg.rf.375955f95d30b08c257e12514452b785.jpg,fruit,Blossom End Rot,93031,59547,64.0077,640,640,True
fruit_0150,data/severity_calibration/fruit/images/fruit_0150__blossom_end_rot_train-34-_jpg.rf.07ee298f63a3d6eaa3ee8ec504653b6d.jpg,fruit,Blossom End Rot,271209,231572,85.3851,640,640,True
fruit_0151,data/severity_calibration/fruit/images/fruit_0151__blossom_end_rot_train-41-_jpg.rf.0446b528b2a39f65fef8662b3f3aad2d.jpg,fruit,Blossom End Rot,317883,24447,7.6906,640,640,True
fruit_0152,data/severity_calibration/fruit/images/fruit_0152__blossom_end_rot_train-45-_jpg.rf.28db978da932253d3d6efd467acd5bee.jpg,fruit,Blossom End Rot,283406,127558,45.0089,640,640,True
fruit_0153,data/severity_calibration/fruit/images/fruit_0153__blossom_end_rot_train-53-_jpg.rf.0a8748c95ad3d0857921d5a60f3bceba.jpg,fruit,Blossom End Rot,118134,2918,2.4701,640,640,True
fruit_0154,data/severity_calibration/fruit/images/fruit_0154__blossom_end_rot_train-63-_jpg.rf.a859ce37029136057a3b3364742aee83.jpg,fruit,Blossom End Rot,361769,142423,39.3685,640,640,True
fruit_0155,data/severity_calibration/fruit/images/fruit_0155__blossom_end_rot_train-64-_jpg.rf.1e1a17b3e0f32b6a4db53cd61350c15f.jpg,fruit,Blossom End Rot,248522,110219,44.3498,640,640,True
fruit_0156,data/severity_calibration/fruit/images/fruit_0156__blossom_end_rot_train-67-_jpg.rf.024f534326e970cdfdcaef919c46a1be.jpg,fruit,Blossom End Rot,376872,48646,12.9078,640,640,True
fruit_0157,data/severity_calibration/fruit/images/fruit_0157__blossom_end_rot_train-8-_jpg.rf.2901d238b24e101684209fa2c62c644e.jpg,fruit,Blossom End Rot,300339,102724,34.2027,640,640,True
fruit_0158,data/severity_calibration/fruit/images/fruit_0158__blossom_end_rot_train-86-_jpg.rf.1258849fc235d846a1478a0067deaab1.jpg,fruit,Blossom End Rot,0,0,,640,640,False
fruit_0159,data/severity_calibration/fruit/images/fruit_0159__blossom_end_rot_train-93-_jpg.rf.3180a44b2ac9b0edfe135bc71c9e7256.jpg,fruit,Blossom End Rot,366437,72423,19.7641,640,640,True
fruit_0160,data/severity_calibration/fruit/images/fruit_0160__blossom_end_rot_train-94-_jpg.rf.71536855ae961fb79f33d3adc5152bfb.jpg,fruit,Blossom End Rot,355980,91943,25.8281,640,640,True
fruit_0161,data/severity_calibration/fruit/images/fruit_0161__blossom_end_rot_train-111-_jpg.rf.8d842aa71003b4b27504c4e868d5aa02.jpg,fruit,Blossom End Rot,395376,87232,22.063,640,640,True
fruit_0162,data/severity_calibration/fruit/images/fruit_0162__blossom_end_rot_train-188-_jpg.rf.0bc42d0a839b6b63b622434784d0dcea.jpg,fruit,Blossom End Rot,258817,169110,65.3396,640,640,True
fruit_0163,data/severity_calibration/fruit/images/fruit_0163__blossom_end_rot_train-213-_jpg.rf.09b97c1d2f5fadbe4f5f87cf1e6c41c0.jpg,fruit,Blossom End Rot,302993,141947,46.8483,640,640,True
fruit_0164,data/severity_calibration/fruit/images/fruit_0164__blossom_end_rot_train-27-_jpg.rf.bf63e3e312d3fa3ba9d6e5cfadfb2fd3.jpg,fruit,Blossom End Rot,296579,101381,34.1835,640,640,True
fruit_0165,data/severity_calibration/fruit/images/fruit_0165__blossom_end_rot_train-270-_jpg.rf.7013c33bcd23ef2aa50250facf35c7e7.jpg,fruit,Blossom End Rot,398798,148821,37.3174,640,640,True
fruit_0166,data/severity_calibration/fruit/images/fruit_0166__blossom_end_rot_train-48-_jpg.rf.e8ffc940d46e9ae753979d54541fb140.jpg,fruit,Blossom End Rot,399572,172681,43.2165,640,640,True
fruit_0167,data/severity_calibration/fruit/images/fruit_0167__spotted_wilt_virus_test-20-_jpg.rf.6f06dc6f8363815aa2e61be9c700b773.jpg,fruit,Spotted Wilt Virus,406880,57466,14.1236,640,640,True
fruit_0168,data/severity_calibration/fruit/images/fruit_0168__spotted_wilt_virus_test-51-_jpg.rf.aee3ab9b1238751ea626f4d0877d32a8.jpg,fruit,Spotted Wilt Virus,372090,89386,24.0227,640,640,True
fruit_0169,data/severity_calibration/fruit/images/fruit_0169__spotted_wilt_virus_train-105-_jpg.rf.016be735f6bc448cf03e6b41bc40b8f5.jpg,fruit,Spotted Wilt Virus,402583,162037,40.2493,640,640,True
fruit_0170,data/severity_calibration/fruit/images/fruit_0170__spotted_wilt_virus_train-4-_png.rf.b403d5c833427661a3df4f1edd9e672c.jpg,fruit,Spotted Wilt Virus,246992,54095,21.9015,640,640,True
fruit_0171,data/severity_calibration/fruit/images/fruit_0171__spotted_wilt_virus_train-5-_jpg.rf.94fcd73c6752848988b66a76588012c2.jpg,fruit,Spotted Wilt Virus,400617,257174,64.1945,640,640,True
fruit_0172,data/severity_calibration/fruit/images/fruit_0172__spotted_wilt_virus_train-72-_jpg.rf.03478ec5cb367e49adc87eb391a95308.jpg,fruit,Spotted Wilt Virus,367733,126940,34.5196,640,640,True
fruit_0173,data/severity_calibration/fruit/images/fruit_0173__spotted_wilt_virus_train-74-_jpg.rf.3ddd60ef827b2edfa9257a53bf4fb2f5.jpg,fruit,Spotted Wilt Virus,329302,221643,67.3069,640,640,True
fruit_0174,data/severity_calibration/fruit/images/fruit_0174__spotted_wilt_virus_test-10-_jpg.rf.10d7d88fb7a289905df1dc1158b422ea.jpg,fruit,Spotted Wilt Virus,365362,145656,39.8662,640,640,True
fruit_0175,data/severity_calibration/fruit/images/fruit_0175__spotted_wilt_virus_test-12-_jpg.rf.4d515d13f1448a6d1e63d0b73fd1b32e.jpg,fruit,Spotted Wilt Virus,402271,59298,14.7408,640,640,True
fruit_0176,data/severity_calibration/fruit/images/fruit_0176__spotted_wilt_virus_test-29-_jpg.rf.2c5dde3c28ae6efa9320a44eca148965.jpg,fruit,Spotted Wilt Virus,324075,74344,22.9404,640,640,True
fruit_0177,data/severity_calibration/fruit/images/fruit_0177__spotted_wilt_virus_test-38-_jpg.rf.8b1ad7acd10ecdf349856cd771a1cc9f.jpg,fruit,Spotted Wilt Virus,405365,276297,68.1601,640,640,True
fruit_0178,data/severity_calibration/fruit/images/fruit_0178__spotted_wilt_virus_test-4-_jpg.rf.2a13c78e7578c639d590bee6f7a837b1.jpg,fruit,Spotted Wilt Virus,383530,173460,45.2272,640,640,True
fruit_0179,data/severity_calibration/fruit/images/fruit_0179__spotted_wilt_virus_test-40-_jpg.rf.1c866127d8254558548564cc2b1293e2.jpg,fruit,Spotted Wilt Virus,318972,234865,73.6319,640,640,True
fruit_0180,data/severity_calibration/fruit/images/fruit_0180__spotted_wilt_virus_test-5-_jpg.rf.6036b27a65cf8f5d4a11e9b48c8cc958.jpg,fruit,Spotted Wilt Virus,383491,199652,52.0617,640,640,True
fruit_0181,data/severity_calibration/fruit/images/fruit_0181__spotted_wilt_virus_test-54-_jpg.rf.29dc7da94b2c1f81da8e184314dc45ec.jpg,fruit,Spotted Wilt Virus,281721,159416,56.5865,640,640,True
fruit_0182,data/severity_calibration/fruit/images/fruit_0182__spotted_wilt_virus_test-55-_jpg.rf.109630c87326dac0943d69ab32555b09.jpg,fruit,Spotted Wilt Virus,378369,243475,64.3486,640,640,True
fruit_0183,data/severity_calibration/fruit/images/fruit_0183__spotted_wilt_virus_test-58-_jpg.rf.923603bd5393a71bdaee6101fe799bbc.jpg,fruit,Spotted Wilt Virus,0,0,,640,640,False
fruit_0184,data/severity_calibration/fruit/images/fruit_0184__spotted_wilt_virus_train-108-_jpg.rf.782c023b4c59d78d4726a757a0def25a.jpg,fruit,Spotted Wilt Virus,287782,93404,32.4565,640,640,True
fruit_0185,data/severity_calibration/fruit/images/fruit_0185__spotted_wilt_virus_train-124-_jpg.rf.0eff4887cf86550f7ddc6f1368877a70.jpg,fruit,Spotted Wilt Virus,358013,71123,19.866,640,640,True
fruit_0186,data/severity_calibration/fruit/images/fruit_0186__spotted_wilt_virus_train-154-_jpg.rf.078d6d65e1947ee79642fe46c247ac3e.jpg,fruit,Spotted Wilt Virus,355654,79544,22.3656,640,640,True
fruit_0187,data/severity_calibration/fruit/images/fruit_0187__spotted_wilt_virus_train-167-_jpg.rf.016546d7cb070c265495eef0070b1eb1.jpg,fruit,Spotted Wilt Virus,409585,205487,50.1696,640,640,True
fruit_0188,data/severity_calibration/fruit/images/fruit_0188__spotted_wilt_virus_train-179-_jpg.rf.23d6894012293deceb7c9b503f6a9da2.jpg,fruit,Spotted Wilt Virus,0,0,,640,640,False
fruit_0189,data/severity_calibration/fruit/images/fruit_0189__spotted_wilt_virus_train-190-_jpg.rf.0662c9090ac1e794fdee7fa322edf05c.jpg,fruit,Spotted Wilt Virus,391469,77081,19.6902,640,640,True
fruit_0190,data/severity_calibration/fruit/images/fruit_0190__spotted_wilt_virus_train-2-_jpeg.rf.7f397658a94f5123fe7925dfcfde75d4.jpg,fruit,Spotted Wilt Virus,200906,59477,29.6044,640,640,True
fruit_0191,data/severity_calibration/fruit/images/fruit_0191__spotted_wilt_virus_train-20-_jpg.rf.7f668cefc8b09795fe8a64496bee8941.jpg,fruit,Spotted Wilt Virus,353073,186061,52.6976,640,640,True
fruit_0192,data/severity_calibration/fruit/images/fruit_0192__spotted_wilt_virus_train-217-_jpg.rf.56488a95063727660d33005f793dd7f5.jpg,fruit,Spotted Wilt Virus,307442,175365,57.04,640,640,True
fruit_0193,data/severity_calibration/fruit/images/fruit_0193__spotted_wilt_virus_train-220-_jpg.rf.629bf43b60dd56ab8a0d4bd74b6b8f6f.jpg,fruit,Spotted Wilt Virus,280133,159048,56.7759,640,640,True
fruit_0194,data/severity_calibration/fruit/images/fruit_0194__spotted_wilt_virus_train-222-_jpg.rf.40aab2857a1f2eb3914235890c7e4288.jpg,fruit,Spotted Wilt Virus,248186,108399,43.6765,640,640,True
fruit_0195,data/severity_calibration/fruit/images/fruit_0195__spotted_wilt_virus_train-239-_jpg.rf.1bcb56f9659e2ce937231847cb93c8e0.jpg,fruit,Spotted Wilt Virus,394111,128754,32.6695,640,640,True
fruit_0196,data/severity_calibration/fruit/images/fruit_0196__spotted_wilt_virus_train-242-_jpg.rf.08750668288b7d3e8c4de86d9d70103c.jpg,fruit,Spotted Wilt Virus,322639,226405,70.1729,640,640,True
fruit_0197,data/severity_calibration/fruit/images/fruit_0197__spotted_wilt_virus_train-3-_jpeg.rf.20bf5755fe0853d008ef75e7d3dd7472.jpg,fruit,Spotted Wilt Virus,409415,200857,49.0595,640,640,True
fruit_0198,data/severity_calibration/fruit/images/fruit_0198__spotted_wilt_virus_train-38-_jpg.rf.2c1a58cb5cebb64ee997f944aaf8c740.jpg,fruit,Spotted Wilt Virus,399907,119463,29.8727,640,640,True
fruit_0199,data/severity_calibration/fruit/images/fruit_0199__spotted_wilt_virus_train-4-_jpg.rf.5693d35f56d2174f0781dcbfd74a75e5.jpg,fruit,Spotted Wilt Virus,376645,208797,55.436,640,640,True
fruit_0200,data/severity_calibration/fruit/images/fruit_0200__spotted_wilt_virus_train-42-_jpg.rf.1573f2d8e35c1df3254bc98e3f104173.jpg,fruit,Spotted Wilt Virus,324002,174796,53.949,640,640,True
fruit_0201,data/severity_calibration/fruit/images/fruit_0201__spotted_wilt_virus_train-44-_png.rf.7302c9fd7aee75627d5a1a57542595a5.jpg,fruit,Spotted Wilt Virus,390122,72873,18.6795,640,640,True
fruit_0202,data/severity_calibration/fruit/images/fruit_0202__spotted_wilt_virus_train-45-_jpg.rf.1a43e1b8cec92b576c97f8646a8896d5.jpg,fruit,Spotted Wilt Virus,252630,181319,71.7726,640,640,True
fruit_0203,data/severity_calibration/fruit/images/fruit_0203__spotted_wilt_virus_train-53-_jpg.rf.1e5eb91e454d96d1bd29364f53eba8bf.jpg,fruit,Spotted Wilt Virus,191557,145950,76.1914,640,640,True
fruit_0204,data/severity_calibration/fruit/images/fruit_0204__spotted_wilt_virus_train-63-_jpg.rf.53d944b207b8c2ade181a95690930275.jpg,fruit,Spotted Wilt Virus,0,0,,640,640,False
fruit_0205,data/severity_calibration/fruit/images/fruit_0205__spotted_wilt_virus_train-93-_jpg.rf.1c644c0c1c27378ae554893908584021.jpg,fruit,Spotted Wilt Virus,0,0,,640,640,False
fruit_0206,data/severity_calibration/fruit/images/fruit_0206__spotted_wilt_virus_test-13-_jpg.rf.c0123be4b646ac7a2765a0dd876bbf5e.jpg,fruit,Spotted Wilt Virus,332816,48505,14.5741,640,640,True
fruit_0207,data/severity_calibration/fruit/images/fruit_0207__spotted_wilt_virus_test-17-_jpg.rf.1cdbb8b11662f7db13e267c91ea00ce0.jpg,fruit,Spotted Wilt Virus,386147,80235,20.7784,640,640,True
fruit_0208,data/severity_calibration/fruit/images/fruit_0208__spotted_wilt_virus_train-135-_jpg.rf.f18c00bf7bc940ceba99393cfba4ad41.jpg,fruit,Spotted Wilt Virus,338870,126984,37.4728,640,640,True
fruit_0209,data/severity_calibration/fruit/images/fruit_0209__spotted_wilt_virus_train-150-_jpg.rf.66c9ee1b52c8d5bcdd05e220a0cf09aa.jpg,fruit,Spotted Wilt Virus,282457,227902,80.6856,640,640,True
fruit_0210,data/severity_calibration/fruit/images/fruit_0210__spotted_wilt_virus_train-67-_jpg.rf.1c8d73fbb1e015fde14aca6daece7dcc.jpg,fruit,Spotted Wilt Virus,330566,180673,54.6557,640,640,True
